"Artcle-URI","Article-Title","Acupoints-Extracted","Acupoints-Normalized","Acupoints-Mapped","Acupoints-Unmappable","Acupoints_TARA_IDs","Comment for internal use (CORE)","Comment from TEAM-Core","Comment","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1378/chest.121.5.1396","Short-term Acupuncture Therapy Is of No Benefit in Patients With Moderate Persistent Asthma","Not specified","Not specified","","","","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1186/1471-2474-8-51","Short-term efficacy of physical interventions in osteoarthritic knee pain. A systematic review and meta-analysis of randomised placebo-controlled trials","Not specified","Not specified","","","","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1089/107555303771952190","Single  Needle Acupuncture Alleviates Gag Reflex During Transesophageal Echocardiography: A Blinded, Randomized, Controlled Pilot Trial","CV 24","CV 24","CV 24","","TARA:8876563","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1136/acupmed-2014-010722","Single-blinded, randomised preliminary study evaluating the effects of 2 Hz electroacupuncture for postoperative pain in patients with total knee arthroplasty","ST 36, GB 34","ST 36, GB 34","ST 36, GB 34","","TARA:6463344, TARA:8758950","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1093/rheumatology/ken040","Single-point acupuncture and physiotherapy for the treatment of painful shoulder: a multicentre randomized controlled trial","ST 38","ST 38","ST 38","","TARA:3182190","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1186/1472-6882-14-210","Six-month effects of integrative treatment, therapeutic acupuncture and conventional treatment in alleviating psychological distress in primary care patients -follow up from an open, pragmatic randomized controlled trial","Not specified","Not specified","","","","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1155/2013/969032","Sleep Ameliorating Effects of Acupuncture in a Psychiatric Population","SP 10, BL 39, BL 40, SP 9, GB 34, ST 36, ST 40, SP 6, KI 3, KI 5, KI 6, LR 3, LR 1, SP 4, BL 60, BL 62, ST 44, ST 45, GB 41, GB 44, GB 45, BL 67, Eye of the knee","SP 10, BL 39, BL 40, SP 9, GB 34, ST 36, ST 40, SP 6, KI 3, KI 5, KI 6, LR 3, LR 1, SP 4, BL 60, BL 62, ST 44, ST 45, GB 41, GB 44, GB 45, BL 67, Eye of the knee","SP 10, BL 39, BL 40, SP 9, GB 34, ST 36, ST 40, SP 6, KI 3, KI 5, KI 6, LR 3, LR 1, SP 4, BL 60, BL 62, ST 44, ST 45, GB 41, GB 44, BL 67","GB 45, Eye of the knee","TARA:8433932, TARA:2186848, TARA:5290080, TARA:3553465, TARA:8758950, TARA:6463344, TARA:9531666, TARA:4385250, TARA:4362146, TARA:5122409, TARA:2108622, TARA:6499349, TARA:2131658, TARA:7407065, TARA:5047947, TARA:1628341, TARA:8440155, TARA:2260472, TARA:3668538, TARA:6845331, TARA:7218725","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1006/pmed.1996.9997","Smoking Cessation Rates 4 Years after Treatment by Nicotine Gum and Acupuncture","Bitong, Shuaigou","Bitong, Shuaigou","Bitong","Shuaigou","TARA:8343475","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1016/0005-7967(83)90011-6","Smoking Cessation With Behaviour Therapy or Acupuncture: A Controlled Study","Gall bladder, Lung, Shuai Gu, Tong zi Liao","Gall bladder, Lung, Shuai Gu, Tong zi Liao","GB 8, GB 1","Gall bladder, Lung","TARA:5363236, TARA:5541141","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.3727/036012912X13831831256375","Somatic Acupuncture Versus Ear Acupuncture in Migraine Therapy: A Randomized, Controlled, Blind Study","LR 3, ear acupuncture","LR 3, ear acupuncture","LR 3","ear acupuncture","TARA:6499349","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1097/MD.0000000000009309","Space-time acupuncture for intractable cough after lupus nephropathy A case report and literature review","SP 4, PC 6, LU 7, KI 6, GB 41, TE 5, BL 62, SI 3, ST 41, ST 36, SP 6, KI 3, ST 40","SP 4, PC 6, LU 7, KI 6, GB 41, TE 5, BL 62, SI 3, ST 41, ST 36, SP 6, KI 3, ST 40","SP 4, PC 6, LU 7, KI 6, GB 41, TE 5, BL 62, SI 3, ST 41, ST 36, SP 6, KI 3, ST 40","","TARA:7407065, TARA:4311153, TARA:3515622, TARA:2108622, TARA:3668538, TARA:8393005, TARA:1628341, TARA:0220496, TARA:6019290, TARA:6463344, TARA:4385250, TARA:4362146, TARA:9531666","","","","","","","","","","","","","","","","","","","","",""
"uri not found","Special Topic Study Clinical Observation of Acupuncture in Treating Pseudobulbar Palsy","CV 23, GV 15, BL 10, Zhiqiang","CV 23, GV 15, BL 10, Zhiqiang","CV 23, GV 15, BL 10","Zhiqiang","TARA:5804897, TARA:4427404, TARA:0242146","","","","","","","","","","","","","","","","","","","","",""
"uri not found","Special Topic Study Clinical Observation on Acupuncture for Migraine","GV 20, LI 4, LR 3, GB 41, ST 40, SP 9, SP 10, ST 36","GV 20, LI 4, LR 3, GB 41, ST 40, SP 9, SP 10, ST 36","GV 20, LI 4, LR 3, GB 41, ST 40, SP 9, SP 10, ST 36","","TARA:3386254, TARA:0859695, TARA:6499349, TARA:3668538, TARA:9531666, TARA:3553465, TARA:8433932, TARA:6463344","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1016/j.pain.2013.05.008","Specifying the nonspecific components of acupuncture analgesia","ST 44, LI 4, ST 7, ST 6, TE 17","ST 44, LI 4, ST 7, ST 6, TE 17","ST 44, LI 4, ST 7, ST 6, TE 17","","TARA:8440155, TARA:0859695, TARA:2990862, TARA:7834226, TARA:6615149","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1016/s0254-6272(08)60022-9","Stage-oriented Comprehensive Acupuncture Treatment plus Rehabilitation Training for Apoplectic Hemiplegia","CV 4, PC 6, GV 26, SP 6, HT 1, BL 40, LU 5, LI 4, GB 40, KI 1, LI 15, LI 11, LU 10, ST 32, GB 34, ST 36, ST 41, LR 3, GB 20, GV 14, BL 23, BL 25, GV 3, PC 7, Extra, LU 5, PC 2, Extra, ST 32, ST 34, SP 10, SP 9, SP 6, BL 57, SP 1","CV 4, PC 6, GV 26, SP 6, HT 1, BL 40, LU 5, LI 4, GB 40, KI 1, LI 15, LI 11, LU 10, ST 32, GB 34, ST 36, ST 41, LR 3, GB 20, GV 14, BL 23, BL 25, GV 3, PC 7, Extra, LU 5, PC 2, Extra, ST 32, ST 34, SP 10, SP 9, SP 6, BL 57, SP 1","CV 4, PC 6, GV 26, SP 6, HT 1, BL 40, LU 5, LI 4, GB 40, KI 1, LI 15, LI 11, LU 10, ST 32, GB 34, ST 36, ST 41, LR 3, GB 20, GV 14, BL 23, BL 25, GV 3, PC 7, LU 5, PC 2, ST 32, ST 34, SP 10, SP 9, SP 6, BL 57, SP 1","Extra, Extra","TARA:9921528, TARA:4311153, TARA:0829128, TARA:4385250, TARA:0420802, TARA:5290080, TARA:1357729, TARA:0859695, TARA:9254368, TARA:4512048, TARA:7829474, TARA:8923096, TARA:2459635, TARA:8826565, TARA:8758950, TARA:6463344, TARA:6019290, TARA:6499349, TARA:2324295, TARA:8452754, TARA:0992296, TARA:0906448, TARA:8807122, TARA:9020892, TARA:1357729, TARA:4819578, TARA:8826565, TARA:8773594, TARA:8433932, TARA:3553465, TARA:4385250, TARA:4589241, TARA:8929565","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1155/2013/125937","Standardized versus Individualized Acupuncture for Chronic Low Back Pain: A Randomized Controlled Trial","Bl 23, Bl 24, Bl 25, Bl 40, Bl 60, Gb 34, K 3","Bl 23, Bl 24, Bl 25, Bl 40, Bl 60, Gb 34, K 3","BL 23, BL 24, BL 25, BL 40, BL 60, GB 34, KI 3","","TARA:0992296, TARA:7357260, TARA:0906448, TARA:5290080, TARA:5047947, TARA:8758950, TARA:4362146","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1016/j.apmr.2010.09.023","Stimulation of Acupoint ST-34 Acutely Improves Gait Performance in Geriatric Patients During Rehabilitation: A Randomized Controlled Trial","ST 34","ST 34","ST 34","","TARA:8773594","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1002/14651858.CD003281.pub2","Stimulation of the wrist acupuncture point P6 for preventing postoperative nausea and vomiting","P 6, H 7, CV 13, P 2","P 6, H 7, CV 13, P 2","PC 6, HT 7, CV 13, PC 2","","TARA:4311153, TARA:2442762, TARA:4525270, TARA:4819578","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1002/14651858.CD003281.pub4","Stimulation of the wrist acupuncture point PC6 for preventing postoperative nausea and vomiting","PC 6","PC 6","PC 6","","TARA:4311153","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1161/01.HYP.0000241090.28070.4c","Stop Hypertension With the Acupuncture Research Program (SHARP) Results of a Randomized, Controlled Clinical Trial","GB 20, LI 11, SP 06, LR 03, ST 36, Heart, Jiang Ya Gou, Darwin’s tubercle, posterior ear lobe","GB 20, LI 11, SP 06, LR 03, ST 36, Heart, Jiang Ya Gou, Darwin’s tubercle, posterior ear lobe","GB 20, LI 11, ST 36","SP 06, LR 03, Heart, Jiang Ya Gou, Darwin’s tubercle, posterior ear lobe","TARA:2324295, TARA:8923096, TARA:6463344","","","","","","","","","","","","","","","","","","","","",""
"https://pubmed.ncbi.nlm.nih.gov/9594291.0/","Studies of needling depth in acupuncture treatment","Not specified","Not specified","","","","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1007/s11726-008-0027-y","Study on Clinical Efficacy of Needling Danzhong(CV 17) in Treating Postpartum Hypogalactia","CV 17","CV 17","CV 17","","TARA:3472408","","","","","","","","","","","","","","","","","","","","",""
"https://pubmed.ncbi.nlm.nih.gov/12125480.0/","Study on Cytokines IL  2, IL  6, IL  10 in Patients of Chronic Allergic Rhinitis Treated with Acupuncture","LI 4, ST 36, EX  HN 3, LI 20","LI 4, ST 36, EX  HN 3, LI 20","LI 4, ST 36, Yintang, LI 20","","TARA:0859695, TARA:6463344, TARA:3135569, TARA:6681003","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1007/s11655-007-0010-3","Study on the Regulatory Effect of Electro  acupuncture on Hegu Point (LI4) in Cerebral Response with Functional Magnetic Resonance Imaging'","LI 4","LI 4","LI 4","","TARA:0859695","","","","","","","","","","","","","","","","","","","","",""
"uri not found","Study on the Treatment of Subcortical Arteriosclerotic Encephalopathy by Acupuncture Combined with Medicine","GV 20, GV 14, CV 17, CV 4, HT 7, KI 3, BLS 58, SP 3, ST 40, GB 20, GB 13, LI 11, LR 3, SP 6, PC 6, BL 18, BL 20, BL 23, BL 17","GV 20, GV 14, CV 17, CV 4, HT 7, KI 3, BLS 58, SP 3, ST 40, GB 20, GB 13, LI 11, LR 3, SP 6, PC 6, BL 18, BL 20, BL 23, BL 17","GV 20, GV 14, CV 17, CV 4, HT 7, KI 3, SP 3, ST 40, GB 20, GB 13, LI 11, LR 3, SP 6, PC 6, BL 18, BL 20, BL 23, BL 17","BLS 58","TARA:3386254, TARA:8452754, TARA:3472408, TARA:9921528, TARA:2442762, TARA:4362146, TARA:3003448, TARA:9531666, TARA:2324295, TARA:4994509, TARA:8923096, TARA:6499349, TARA:4385250, TARA:4311153, TARA:9655874, TARA:3283628, TARA:0992296, TARA:1124682","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1093/fampra/cmq119","Subacromial corticosteroid injection or acupuncture with home exercises when treating patients with subacromial impingement in primary care-a randomized clinical trial","Not specified","Not specified","","","","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1097/00006842-197910000-00004","Subject Expectancy and the Reduction of Cold Pressor Pain with Acupuncture and Placebo Acupuncture","Ho-ku, Waikuan","Ho-ku, Waikuan","","Ho-ku, Waikuan","","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1097/AJP.0b013e318208c8fe","Subjective Well-being in Patients With Chronic Tension-type Headache: Effect of Acupuncture, Physical Training, and Relaxation Training","GB 20, GB 14, LI 4, ST 44, PC 6, PC 7, SP 6, GB 34, ST 8, EX 2, EX 1","GB 20, GB 14, LI 4, ST 44, PC 6, PC 7, SP 6, GB 34, ST 8","GB 20, GB 14, LI 4, ST 44, PC 6, PC 7, SP 6, GB 34, ST 8","","TARA:2324295, TARA:9987270, TARA:0859695, TARA:8440155, TARA:4311153, TARA:9020892, TARA:4385250, TARA:8758950, TARA:9946635","","taken out","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1159/000077192","Success of Acupuncture and Acupressure of the Pc 6 Acupoint in the Treatment of Hyperemesis Gravidarum","Pc 6, St 36, Ren 13, DuMai 20","Pc 6, St 36, Ren 13, DuMai 20","PC 6, ST 36, CV 13","DuMai 20","TARA:4311153, TARA:6463344, TARA:4525270","","","","","","","","","","","","","","","","","","","","",""
"https://pubmed.ncbi.nlm.nih.gov/6218776.0/","Superficial acupuncture in the relief of chronic low back pain A placebo  controlled randomised trial","Not specified","Not specified","","","","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1136/aim.21.3.80","Superficial Dry Needling and Active Stretching in the Treatment of Myofascial Pain -A Randomised Controlled Trial","Not specified","Not specified","","","","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1136/acupmed-2012-010128","Supervised exercise plus acupuncture for moderate to severe knee osteoarthritis: a small randomised controlled trial","SP 9, SP 10, ST 34, ST 36, LI 3, GB 34, LI 8","SP 9, SP 10, ST 34, ST 36, LI 3, GB 34, LI 8","SP 9, SP 10, ST 34, ST 36, LI 3, GB 34, LI 8","","TARA:3553465, TARA:8433932, TARA:8773594, TARA:6463344, TARA:7867167, TARA:8758950, TARA:8455793","","","","","","","","","","","","","","","","","","","","",""
"uri not found","Swift Needling of Zusanli and Changqiang in Treating Infantile Diarrhea","ST 36, DU 1, DU 27, DU 25, RN 24","ST 36, DU 1, DU 27, DU 25, RN 24","ST 36, GV 1, GV 27, GV 25, CV 24","","TARA:6463344, TARA:3865403, TARA:6574583, TARA:6924908, TARA:8876563","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1016/j.ctim.2010.11.001","Sympathomodulatory effects of Saam acupuncture on heart rate variability in night-shift-working nurses","GB 43, BL 66, GB 44, LI 1","GB 43, BL 66, GB 44, LI 1","GB 43, BL 66, GB 44, LI 1","","TARA:8885103, TARA:7734076, TARA:6845331, TARA:6314936","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1016/j.jpainsymman.2006.09.016","Symptom Management with Massage and Acupuncture in Postoperative Cancer Patients: A Randomized Controlled Trial","LI 4, SP 6, auricular points, P 6, ST 36, LV 3, LI 4, Yin Tang","LI 4, SP 6, auricular points, P 6, ST 36, LV 3, LI 4, Yin Tang","LI 4, SP 6, PC 6, ST 36, LR 3, LI 4, Yintang","auricular points","TARA:0859695, TARA:4385250, TARA:4311153, TARA:6463344, TARA:6499349, TARA:0859695, TARA:3135569","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1200/jco.2012.43.5818","Systematic Review of Acupuncture in Cancer Care: A Synthesis of the Evidence","Not specified","Not specified","","","","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1002/cncr.29630","Systematic Review of Acupuncture to Control Hot Flashes in Cancer Patients","LI 4, H 6, LV 3, ST 36, SP 6, K 7, GV 14, GV 20, GB 20, LU 9, CV 6, P 7, H 7, B 23, B 13, B 15, SP 9, Shenmen, Sympathetic","","","","","","review paper removed points","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1080/00016340802443798","Systematic review of clinical trials of acupuncture-related therapies for primary dysmenorrhea","SP 6, SP 8, SP 10, LI 4, BL 20, BL 18, RN 8, RN 4, RN 3, ST 25, GV 20","SP 6, SP 8, SP 10, LI 4, BL 20, BL 18, RN 8, RN 4, RN 3, ST 25, GV 20","SP 6, SP 8, SP 10, LI 4, BL 20, BL 18, CV 8, CV 4, CV 3, ST 25, GV 20","","TARA:4385250, TARA:6848518, TARA:8433932, TARA:0859695, TARA:3283628, TARA:9655874, TARA:9392275, TARA:9921528, TARA:0022762, TARA:5717468, TARA:3386254","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1093/ecco-jcc/jju007","Systematic Review of Complementary and Alternative Medicine Treatments in Inflammatory Bowel Diseases","Not specified","Not specified","","","","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.7861/clinmedicine.6-4-381","Systematic review of systematic reviews of acupuncture","P 6","P 6","PC 6","","TARA:4311153","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1016/j.arth.2018.01.070","Systematic Review of Three Electrical Stimulation Techniques for Rehabilitation After Total Knee Arthroplasty","ST 36, GB 34, SP 10, ST 34, ST 35, EX-LE 4","ST 36, GB 34, SP 10, ST 34, ST 35, EX-LE 4","ST 36, GB 34, SP 10, ST 34, ST 35, Medial Xiyan","","TARA:6463344, TARA:8758950, TARA:8433932, TARA:8773594, TARA:2454652, TARA:8759132","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1155/2017/6421852","Systematic Review on Acupuncture for Treatment of Dysphagia after Stroke","Not specified","Not specified","","","","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1017/s1092852900016400","Systematic Reviews of Clinical Trials of Acupuncture as Treatment The Well  Rounded Brain for Depression: How Systematic and Accurate Are They?","DU 20, Yintang","DU 20, Yintang","GV 20, Yintang","","TARA:3386254, TARA:3135569","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1186/1472-6882-1-3","Systematic reviews of complementary therapies -an annotated bibliography. Part 1: Acupuncture","P 6","P 6","PC 6","","TARA:4311153","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1016/s0304-3959(00)00234-7","Teasing apart quality and validity in systematic reviews: an example from acupuncture trials in chronic neck and back pain","Not specified","Not specified","","","","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1080/00913847.2015.1004296","Tendon needling for treatment of tendinopathy: A systematic review","Not specified","Not specified","","","","","","","","","","","","","","","","","","","","","","","",""
"https://pubmed.ncbi.nlm.nih.gov/10729968.0/","TENS, Electroacupuncture and Ice Massage: Comparison of Treatment for Osteoarthritis of the Knee","SP 9, GB 34","SP 9, GB 34","SP 9, GB 34","","TARA:3553465, TARA:8758950","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1016/s0965-2299(98)80017-4","Tension headache and signs and symptoms of craniomandibular disorders treated with acupuncture or physiotherapy","GB 20, GB 21, LI 4","GB 20, GB 21, LI 4","GB 20, GB 21, LI 4","","TARA:2324295, TARA:5389461, TARA:0859695","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1016/j.ctim.2008.02.006","Tension neck syndrome treated by acupuncture combined with physiotherapy: A comparative clinical trial (pilot study)","Not specified","Not specified","","","","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1046/j.1468-2982.2001.218238.x","The `dry-needle technique': intramuscular stimulation in tension-type headache","Not specified","Not specified","","","","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1097/gme.0b013e31818c02ad","The Acupuncture on Hot Flushes Among Menopausal Women (ACUFLASH) study, a randomized controlled trial","Not specified","Not specified","","","","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1136/aim.2009.000612","The acupuncture treatment for postmenopausal hot flushes (Acuflash) study: traditional Chinese medicine diagnoses and acupuncture points used, and their relation to the treatment response","SP 6, HT 6, KI 7, KI 6, CV 4, LU 7, LI 4, LR 3","SP 6, HT 6, KI 7, KI 6, CV 4, LU 7, LI 4, LR 3","SP 6, HT 6, KI 7, KI 6, CV 4, LU 7, LI 4, LR 3","","TARA:4385250, TARA:6421594, TARA:9881298, TARA:2108622, TARA:9921528, TARA:3515622, TARA:0859695, TARA:6499349","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1142/s0192415x80000141","The Acupuncture Treatment of Low Back Pain: A Randomized Controlled Study","Not specified","Not specified","","","","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1142/s0192415x81000433","The Acupuncture Treatment of Neck Pain: A Randomized Controlled Study","Not specified","Not specified","","","","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1089/acm.2009.0427","The Acute Effect of Acupuncture on Endothelial Dysfunction in Patients with Hypertension: A Pilot, Randomized, Double  Blind, Placebo  Con trolled Crossover Trial","ST 36, PC 6, ST 36, PC 6","ST 36, PC 6, ST 36, PC 6","ST 36, PC 6, ST 36, PC 6","","TARA:6463344, TARA:4311153, TARA:6463344, TARA:4311153","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1093/rheumatology/33.12.1162","The analgesic effect of acupuncture in chronic tennis elbow pain","Not specified","Not specified","","","","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1142/S0192415X01000228","The Analgesic Efficacy of Bee Venom Acupuncture for Knee Osteoarthritis: A Comparative Study with Needle Acupuncture","SP 10, ST 34, ST 36, GB 34, LR 3, EX-LE 2, EX-LE 5","SP 10, ST 34, ST 36, GB 34, LR 3, EX-LE 2, EX-LE 5","SP 10, ST 34, ST 36, GB 34, LR 3, Heding, Xiyan","","TARA:8433932, TARA:8773594, TARA:6463344, TARA:8758950, TARA:6499349, TARA:3748376, TARA:0926802","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1016/s0165-0327(99)00061-0","The benefit from whole body acupuncture in major depression *","U.B. 15, U.B. 17, U.B. 18, H 7, P 6, St 40, Sp 5, Sp 6, Lu 1","U.B. 15, U.B. 17, U.B. 18, H 7, P 6, St 40, Sp 5, Sp 6, Lu 1","BL 15, BL 17, BL 18, HT 7, PC 6, ST 40, SP 5, SP 6, LU 1","","TARA:5797983, TARA:1124682, TARA:9655874, TARA:2442762, TARA:4311153, TARA:9531666, TARA:7831710, TARA:4385250, TARA:0913913","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1016/j.jad.2015.01.048","The benefit of combined acupuncture and antidepressant medication for depression: A systematic review and meta-analysis","GV 20, EX-HN 3, HT 7, SP 6, LI 4, PC 6, GV 14, EX-HN 1, GV 24, GV 16, GB 20","GV 20, EX-HN 3, HT 7, SP 6, LI 4, PC 6, GV 14, EX-HN 1, GV 24, GV 16, GB 20","GV 20, Yintang, HT 7, SP 6, LI 4, PC 6, GV 14, Sishencong, GV 24, GV 16, GB 20","","TARA:3386254, TARA:3135569, TARA:2442762, TARA:4385250, TARA:0859695, TARA:4311153, TARA:8452754, TARA:9610280, TARA:7679931, TARA:3361967, TARA:2324295","","","","","","","","","","","","","","","","","","","","",""
"https://pubmed.ncbi.nlm.nih.gov/16447661.0/","The Brain  Resuscitation Acupuncture Method for Treatment of Post Wind  Stroke Mental Depression","Neiguan PC 6, Renzhong GV 26, Sanyinjiao SP 6, Baihui GV 20, Shenmen HT 7, Jiquan HT 1, Weizhong BL 40, Chize LU 5","Neiguan, Renzhong, Sanyinjiao, Baihui, Shenmen, Jiquan, Weizhong, Chize","PC 6, GV 26, SP 6, GV 20, HT 7, HT 1, BL 40, LU 5","","TARA:4311153, TARA:0829128, TARA:4385250, TARA:3386254, TARA:2442762, TARA:0420802, TARA:5290080, TARA:1357729","","says HT 7 already","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1016/j.ptsp.2015.06.003","The clinical impact of platelet-rich plasma on tendinopathy compared to placebo or dry needling injections: A meta-analysis","Not specified","Not specified","","","","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1136/acupmed-2012-010195","The combined effect of acupuncture and Tanacetum parthenium on quality of life in women with headache: randomised study","GB 8, GB 14, GV 20, HT 7, LR 2, LI 4","GB 8, GB 14, GV 20, HT 7, LR 2, LI 4","GB 8, GB 14, GV 20, HT 7, LR 2, LI 4","","TARA:5363236, TARA:9987270, TARA:3386254, TARA:2442762, TARA:6862058, TARA:0859695","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1089/acm.2007.7024","The Combined Effect of Relaxation Response and Acupuncture on Quality of Life in Patients with HIV: A Pilot Study","Not specified","Not specified","","","","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1016/s0254-6272(08)60001-1","The Combined Use of Acupuncture and Chinese Medicines for Treatment of Menopausal Syndrome -A Clinical Report of 63 Cases","SP6, ST36, BL18, BL20, BL23, CV4, GV20, KI3, LR3, KI6, PC6, BL15, CV6, GV4, Anmian, HT7, LI4, LR2, GB20","SP6, ST36, BL18, BL20, BL23, CV4, GV20, KI3, LR3, KI6, PC6, BL15, CV6, GV4, Anmian, HT7, LI4, LR2, GB20","SP 6, ST 36, BL 18, BL 20, BL 23, CV 4, GV 20, KI 3, LR 3, KI 6, PC 6, BL 15, CV 6, GV 4, Anmian, HT 7, LI 4, LR 2, GB 20","","TARA:4385250, TARA:6463344, TARA:9655874, TARA:3283628, TARA:0992296, TARA:9921528, TARA:3386254, TARA:4362146, TARA:6499349, TARA:2108622, TARA:4311153, TARA:5797983, TARA:8833337, TARA:8557069, TARA:3480360, TARA:2442762, TARA:0859695, TARA:6862058, TARA:2324295","","","","","","","","","","","","","","","","","","","","",""
"https://pubmed.ncbi.nlm.nih.gov/16208302.0/","The effect of acupuncture and moxibustion on physical performance by sedentary subjects submitted to ergospirometric test on the treadmill","K 3, VC 4, B 123, B 147, VG 4, B 113, B 114, B 115, B 137, B 138, BI 39","K 3, VC 4, B 123, B 147, VG 4, B 113, B 114, B 115, B 137, B 138, BI 39","KI 3, CV 4, GV 4","B 123, B 147, B 113, B 114, B 115, B 137, B 138, BI 39","TARA:4362146, TARA:9921528, TARA:8557069","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1053/seiz.1999.0278","The effect of acupuncture in chronic intractable epilepsy","LR 3, LI 4, GV 20, S 1, S 2, S 3","LR 3, LI 4, GV 20, S 1, S 2, S 3","LR 3, LI 4, GV 20, ST 1, ST 2, ST 3","","TARA:6499349, TARA:0859695, TARA:3386254, TARA:4157768, TARA:6392753, TARA:5884251","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1080/00016359850136058","The effect of acupuncture in the treatment of patients with primary Sjo Ègren's syndrome A controlled study","ST 6, ST 7, TE 23, BL 2, CV 23, CV 24, GV 20, GV 26, Biantao, Quianzheng, ST 36, LI 4, KI 3","ST 6, ST 7, TE 23, BL 2, CV 23, CV 24, GV 20, GV 26, Biantao, Quianzheng, ST 36, LI 4, KI 3","ST 6, ST 7, TE 23, BL 2, CV 23, CV 24, GV 20, GV 26, ST 36, LI 4, KI 3","Biantao, Quianzheng","TARA:7834226, TARA:2990862, TARA:6752232, TARA:8104948, TARA:5804897, TARA:8876563, TARA:3386254, TARA:0829128, TARA:6463344, TARA:0859695, TARA:4362146","","","","","","","","","","","","","","","","","","","","",""
"https://doi.org/10.1142/S0192415X04001813","The Effect of Acupuncture on Allergic Rhinitis: A Randomized Controlled Clinical Trial","LI 4, LI 20, Liv 3, Lu 7, St 36, Yintang","LI 4, LI 20, Liv 3, Lu 7, St 36, Yintang","LI 4, LI 20, LR 3, LU 7, ST 36, Yintang","","TARA:0859695, TARA:6681003, TARA:6499349, TARA:3515622, TARA:6463344, TARA:3135569","","","","","","","","","","","","","","","","","","","","",""
"https://pubmed.ncbi.nlm.nih.gov/11977530.0/","The Effect of Acupuncture on Bone Mineral Density in Postmenopausal Women","BL 23, CV 4, KI 3","BL 23, CV 4, KI 3","BL 23, CV 4, KI 3","","TARA:0992296, TARA:9921528, TARA:4362146","","","","","","","","","","","","","","","","","","","","",""
